air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure
289.04,299.48,1457.06,39.7,85.27,0
297.26,306.23,1300.65,39.31,131.39,0
306.16,312.58,1497.07,54.48,66.63,1
302.77,314.64,1607.89,36.85,199.36,1
301.24,306.9,1506.89,49.84,1.87,0
305.04,313.93,1630.86,48.68,197.88,1
302.42,312.31,1569.64,43.02,98.34,0
306.09,316.55,1492.86,28.44,1.28,0
304.6,313.14,1424.65,40.19,211.77,1
307.61,313.93,1441.65,36.91,111.69,0
301.79,310.19,1323.54,40.12,181.18,0
304.53,313.03,1467.95,33.62,219.61,1
298.46,306.92,1517.52,44.54,8.58,0
296.99,308.93,1705.85,45.91,65.54,1
308.53,316.11,1563.4,47.02,29.72,0
301.08,311.68,1396.22,37.71,24.5,0
304.02,314.34,1327.28,33.64,236.41,0
300.62,312.54,1475.21,42.11,201.39,1
297.07,306.8,1597.41,50.54,91.18,1
300.05,311.64,1473.53,40.42,171.82,1
307.18,316.84,1565.04,42.71,229.86,1
302.78,313.64,1478.26,38.59,55.2,0
291.44,298.44,1586.04,36.98,3.54,0
298.92,303.65,1308.33,43.95,206.03,0
308.91,319.67,1692.5,39.36,180.67,1
298.93,309.79,1366.5,42.42,40.06,0
291.0,301.95,1595.25,43.05,122.41,1
309.47,318.42,1467.34,42.09,40.11,0
303.41,316.39,1486.1,43.35,150.65,1
299.65,308.73,1471.07,34.88,161.89,0
298.14,308.98,1530.67,34.52,69.17,0
305.41,316.6,1554.9,39.74,195.21,1
297.29,310.73,1627.0,39.89,118.4,0
305.74,315.11,1668.95,36.87,176.59,1
302.71,311.4,1539.82,41.45,159.95,0
301.22,308.23,1705.64,45.45,112.69,1
300.73,313.83,1511.16,47.13,73.18,0
299.13,309.97,1629.29,48.47,51.08,0
305.23,316.13,1551.45,32.11,186.49,1
295.67,311.91,1434.1,33.02,160.49,0
291.89,302.54,1521.75,38.26,70.24,0
303.07,310.47,1560.38,40.48,241.77,1
303.16,312.76,1496.14,38.57,202.58,1
302.4,310.45,1549.54,36.68,31.7,0
302.04,311.25,1603.84,38.17,40.64,0
298.4,307.59,1497.2,42.9,136.01,0
303.94,312.76,1146.73,32.02,25.59,0
299.77,306.99,1701.39,54.06,241.08,1
297.56,310.75,1464.29,40.13,159.51,1
298.44,309.04,1401.21,46.31,16.54,0
310.1,319.65,1365.11,36.52,110.87,0
291.33,302.84,1459.63,43.45,55.49,0
302.5,313.44,1432.47,40.6,122.61,1
291.6,302.16,1411.56,45.14,61.76,0
299.46,310.83,1418.14,38.81,207.95,1
297.83,308.1,1563.57,49.31,180.27,1
289.57,300.92,1743.64,31.05,226.64,1
301.95,313.45,1598.47,45.7,49.49,0
298.1,308.43,1634.71,40.71,96.35,0
289.5,299.06,1454.71,33.89,201.37,0
304.2,317.26,1512.56,51.71,93.46,0
307.18,316.22,1551.18,51.09,94.77,1
307.45,318.23,1420.85,27.56,246.51,1
301.79,312.62,1448.91,41.06,192.72,1
300.23,309.01,1602.55,44.23,215.2,1
306.64,315.03,1630.84,42.65,101.74,1
308.41,317.7,1508.09,49.09,146.48,1
305.67,314.68,1356.58,47.85,112.64,1
295.29,302.38,1464.53,41.59,112.57,0
301.01,309.7,1327.04,53.66,31.92,0
302.2,312.73,1509.02,45.62,210.53,1
290.95,303.48,1530.65,37.89,97.64,0
302.35,313.46,1467.51,36.69,145.46,1
311.36,316.17,1529.01,47.46,214.27,1
303.2,314.48,1550.03,35.24,193.37,1
307.37,316.25,1530.82,37.54,49.56,0
300.91,311.82,1355.82,38.56,154.63,0
299.63,309.61,1469.61,42.13,123.93,0
301.91,311.52,1549.18,38.84,65.04,0
295.92,305.72,1689.45,32.1,10.21,0
295.18,305.14,1467.37,46.97,157.45,1
306.33,319.02,1566.1,37.57,194.96,1
306.86,316.82,1605.38,52.12,235.43,1
295.04,307.22,1476.4,41.82,88.75,0
304.84,316.72,1637.81,47.6,99.8,1
299.57,310.9,1644.26,43.79,40.75,1
301.7,308.13,1665.65,47.89,246.15,1
302.3,314.53,1555.01,43.42,212.4,1
304.97,314.06,1783.22,41.41,239.4,1
300.41,311.85,1426.17,46.56,123.84,0
307.05,315.11,1754.89,54.92,52.45,1
301.55,309.18,1592.2,38.38,143.3,1
303.12,317.07,1660.85,44.77,93.02,1
295.83,303.92,1461.6,39.97,86.97,0
310.79,323.09,1601.34,43.04,20.59,0
302.35,312.59,1671.24,40.25,18.29,0
303.56,312.72,1369.52,27.05,94.7,0
291.96,301.87,1480.4,38.8,231.55,1
295.89,303.28,1243.05,46.0,180.76,0
306.19,316.16,1478.6,35.41,190.14,1
301.43,309.27,1402.08,45.53,58.57,0
290.43,299.64,1473.87,41.1,183.63,0
305.19,317.04,1850.84,38.85,101.58,1
297.28,307.79,1706.14,45.43,14.85,0
307.06,314.09,1327.27,44.09,98.7,0
299.56,311.26,1566.69,42.52,32.81,0
301.02,311.01,1595.87,46.1,213.42,1
305.89,314.81,1459.45,41.22,210.07,1
295.51,307.01,1521.4,30.13,71.87,0
295.04,304.7,1533.12,37.73,152.98,1
299.02,306.69,1338.41,29.17,90.94,0
304.14,317.83,1376.24,43.94,38.56,1
293.35,303.31,1520.68,45.38,162.35,1
291.66,301.5,1511.93,45.65,190.03,0
304.12,313.31,1414.97,42.93,193.68,1
296.99,309.35,1404.67,45.81,37.31,0
298.04,306.99,1489.23,30.54,128.14,0
290.72,297.63,1606.34,39.35,5.97,0
296.61,305.25,1490.82,31.51,22.54,0
299.96,312.62,1694.73,37.85,20.26,0
304.65,316.32,1416.5,49.7,14.3,0
296.14,305.63,1523.17,46.56,83.44,0
308.29,321.03,1457.48,43.97,89.42,1
296.58,308.07,1570.56,38.91,174.47,0
296.58,306.05,1406.21,34.04,82.47,0
307.69,317.35,1731.29,41.12,35.1,0
301.06,311.72,1297.13,46.66,236.72,1
297.24,305.58,1705.86,42.46,218.87,1
299.22,309.23,1510.8,30.49,31.06,0
306.77,317.38,1566.29,40.63,90.69,0
307.33,313.96,1660.14,28.52,42.02,0
295.92,305.54,1602.92,44.83,239.78,1
299.79,309.18,1412.4,35.84,88.99,0
300.45,312.51,1572.01,32.66,24.53,0
295.07,301.38,1724.1,44.91,181.71,1
299.72,308.96,1393.52,43.36,177.93,1
300.03,309.06,1754.21,41.39,60.26,1
305.7,317.62,1546.28,53.15,80.37,1
306.04,315.95,1448.01,43.81,103.75,0
298.35,311.95,1392.81,36.13,66.93,0
298.93,310.25,1473.21,43.12,72.22,0
303.32,312.5,1265.37,38.28,200.4,0
297.07,307.55,1450.17,47.6,187.96,0
302.94,312.24,1468.45,41.69,173.16,1
299.56,311.28,1371.07,42.28,171.69,1
295.15,302.49,1589.74,31.35,130.47,0
295.22,303.57,1473.75,40.37,87.73,0
307.24,318.15,1423.7,39.66,180.14,1
299.22,311.67,1460.96,33.85,29.09,0
308.2,313.8,1542.61,38.67,35.27,0
297.43,310.18,1508.79,42.61,31.57,0
301.46,311.18,1415.88,39.97,183.18,0
311.96,318.2,1515.08,31.53,147.89,0
294.71,298.71,1493.92,38.36,112.54,0
290.51,297.45,1363.26,37.19,119.06,0
306.43,316.39,1465.38,41.16,206.89,1
295.87,305.73,1569.52,40.51,30.42,0
299.9,311.16,1568.66,37.53,95.81,0
297.07,305.97,1472.4,37.3,190.04,1
301.34,309.12,1581.21,40.4,164.46,1
295.25,304.42,1382.41,45.78,108.79,0
299.1,309.17,1386.12,41.67,56.09,0
302.25,312.71,1469.85,48.54,236.61,1
294.96,303.38,1679.71,46.8,101.98,1
296.5,308.3,1519.59,48.98,219.46,1
298.26,307.02,1466.96,48.21,194.46,1
292.86,301.12,1685.3,49.38,215.38,1
297.89,306.8,1465.57,33.08,4.23,0
300.59,312.74,1768.17,43.88,119.35,1
298.0,307.74,1438.65,47.31,64.86,0
298.64,307.25,1378.59,48.39,68.51,0
299.9,311.75,1480.04,35.38,67.46,1
296.72,311.01,1470.11,43.94,97.33,0
303.46,313.87,1403.07,40.45,102.68,0
307.18,319.65,1812.24,51.08,158.51,1
297.68,309.75,1538.24,31.68,75.09,0
302.43,311.21,1555.71,35.38,68.19,0
298.8,308.86,1444.57,29.14,90.15,0
301.83,309.26,1430.68,40.87,171.63,1
307.83,317.42,1623.07,53.58,0.04,1
302.54,311.29,1298.9,39.73,186.73,0
291.13,300.33,1362.86,40.61,84.74,0
302.27,310.77,1470.32,43.3,144.06,0
306.16,315.59,1662.13,39.3,190.38,1
298.89,309.96,1455.06,42.2,127.71,1
304.98,314.74,1549.94,42.35,161.79,1
296.55,302.82,1503.33,34.93,229.99,0
292.57,301.08,1655.55,39.44,7.47,0
300.71,307.67,1309.83,44.45,87.38,0
291.22,301.71,1588.32,45.57,231.71,1
298.8,309.81,1476.13,47.79,209.36,1
306.43,316.95,1610.99,42.01,154.21,1
290.45,298.88,1401.69,42.13,57.33,0
293.6,304.1,1502.93,44.5,82.63,0
294.84,303.9,1487.7,36.43,214.49,1
299.68,307.41,1379.71,36.19,174.57,0
298.17,309.66,1346.35,39.25,71.41,0
307.0,318.63,1430.35,32.35,33.06,0
304.77,316.67,1515.59,42.44,195.19,1
302.48,311.26,1409.17,46.29,144.06,0
300.73,313.09,1460.39,35.74,240.86,1
301.97,310.98,1273.7,42.61,101.62,0
295.69,307.0,1455.52,36.23,87.26,0
304.29,313.26,1622.83,33.9,72.69,0
294.44,303.99,1584.62,52.33,120.47,1
304.18,309.33,1489.57,33.99,80.68,0
305.93,315.33,1529.24,32.32,18.3,0
301.05,311.24,1400.61,41.29,78.03,0
299.12,308.3,1694.93,41.61,54.72,0
302.0,315.51,1748.13,44.0,203.85,1
285.69,293.37,1519.78,52.01,58.9,0
301.51,310.38,1810.88,35.34,114.72,1
299.43,307.62,1418.38,36.53,168.18,0
299.75,308.62,1349.87,49.65,37.31,0
303.53,315.6,1414.85,45.63,132.82,0
299.63,312.58,1473.66,44.8,211.8,1
294.3,302.9,1777.45,36.46,146.02,0
299.29,307.85,1466.26,46.76,120.6,0
300.34,308.02,1396.84,44.82,209.72,0
300.57,313.19,1392.18,41.14,236.81,1
300.81,313.05,1636.8,36.49,205.25,1
305.2,314.98,1619.68,40.64,102.1,1
294.57,301.78,1441.74,49.89,152.92,1
300.88,308.27,1274.91,33.44,131.66,0
306.45,316.79,1364.57,35.2,75.83,0
291.33,302.43,1706.55,36.23,108.83,1
300.9,306.77,1582.66,37.54,207.32,1
297.07,306.43,1507.86,39.91,75.12,0
298.15,311.38,1724.26,45.75,222.39,1
295.48,305.04,1735.0,42.77,247.86,1
299.15,312.13,1495.69,40.37,76.69,0
309.21,320.5,1497.89,41.66,30.68,1
293.68,301.51,1430.15,43.74,239.29,1
294.15,303.57,1465.85,29.91,42.77,0
293.49,303.23,1321.64,46.43,192.87,0
308.64,316.73,1321.15,35.04,9.78,0
297.69,305.75,1293.28,37.34,58.89,0
299.87,312.89,1630.12,42.04,65.04,0
297.99,306.03,1312.63,39.55,74.31,0
295.28,307.43,1734.0,42.92,229.83,1
298.82,307.95,1412.35,40.85,43.83,0
312.29,322.24,1708.48,38.26,43.41,1
306.96,318.08,1456.19,49.17,172.92,1
295.74,304.54,1312.06,44.25,238.08,0
303.24,314.37,1654.05,41.81,97.32,0
295.84,301.75,1668.22,44.16,193.28,1
291.12,302.0,1391.27,35.77,7.76,0
305.1,310.16,1460.2,53.05,206.02,1
305.8,315.35,1391.3,33.47,180.85,1
305.23,316.94,1485.54,40.68,224.15,1
297.65,308.9,1512.94,38.28,159.36,0
299.17,306.57,1457.83,38.05,235.33,0
303.75,311.41,1281.73,37.27,97.46,0
301.96,310.58,1430.29,35.37,183.13,1
298.03,308.4,1584.42,47.13,181.39,1
291.9,297.84,1474.93,32.77,67.15,0
300.57,310.54,1460.71,45.9,230.14,1
305.4,316.02,1388.31,43.89,194.79,0
294.01,303.45,1426.79,37.71,216.59,0
303.19,314.24,1669.07,43.2,90.65,0
301.66,312.11,1363.23,39.05,210.31,1
303.75,312.67,1586.5,33.39,78.74,0
304.36,310.49,1505.65,33.46,241.1,1
296.53,306.79,1529.38,43.93,5.99,0
291.92,300.01,1412.12,43.62,154.8,1
297.33,306.18,1457.79,41.45,28.06,0
304.45,315.4,1499.31,37.65,179.68,0
297.29,310.12,1437.52,38.86,90.92,1
296.53,306.45,1539.77,38.05,217.66,1
290.89,302.0,1554.89,29.52,218.18,1
308.76,315.87,1760.72,40.37,92.02,1
304.13,314.62,1533.38,43.13,202.5,1
303.85,313.73,1270.53,40.41,170.28,0
304.84,317.3,1639.56,50.61,106.64,1
302.88,311.8,1475.54,33.97,85.81,0
298.78,308.3,1741.43,36.03,52.58,0
299.18,311.3,1676.51,40.8,15.8,0
297.86,307.68,1439.37,41.46,129.34,0
313.17,320.96,1586.63,28.59,135.01,1
302.78,317.88,1428.73,43.62,111.0,0
297.68,305.52,1500.32,41.49,237.65,1
302.33,312.2,1581.12,27.28,3.42,0
294.95,305.64,1633.56,39.3,212.58,1
307.52,318.06,1607.42,35.15,200.21,1
296.69,306.32,1509.0,37.28,189.69,1
302.51,312.14,1798.01,31.97,131.23,1
305.33,314.86,1456.2,42.5,47.59,0
301.92,309.69,1307.14,50.57,215.72,1
300.47,314.77,1330.24,41.59,186.15,0
300.05,309.61,1676.88,27.04,208.21,1
299.72,310.91,1490.8,41.71,58.95,0
297.12,306.45,1519.09,38.83,138.59,0
297.75,307.04,1434.9,33.39,103.99,0
307.4,316.49,1445.68,42.12,159.92,1
299.46,306.36,1405.55,45.28,188.15,0
296.07,305.75,1556.54,35.99,43.43,0
297.42,306.6,1488.31,30.14,43.51,0
305.5,317.84,1552.2,27.93,10.9,0
303.38,310.98,1540.73,36.01,39.3,0
302.8,311.65,1448.89,39.07,60.04,0
298.71,306.92,1324.95,36.9,18.13,0
302.87,315.75,1314.5,35.9,88.92,0
296.78,305.04,1863.2,43.41,168.79,1
298.7,309.83,1677.38,42.78,198.27,1
304.85,316.79,1660.82,41.2,86.45,1
304.37,314.08,1419.05,44.9,20.96,0
295.09,302.34,1501.14,36.06,189.84,0
295.72,302.99,1402.16,33.43,97.8,0
300.54,312.26,1342.55,36.87,62.86,0
308.63,316.11,1429.35,36.45,117.67,1
290.42,301.21,1659.14,27.69,242.47,1
301.39,311.62,1600.89,36.73,93.16,0
293.12,303.87,1383.59,46.63,239.86,0
296.83,307.77,1462.22,44.81,63.29,0
298.18,306.31,1589.89,43.15,26.39,0
297.9,305.95,1431.48,40.79,39.29,0
297.33,308.76,1509.55,48.69,193.45,1
300.04,308.78,1548.22,33.64,134.4,1
297.32,301.82,1546.91,34.21,145.48,0
292.69,303.99,1530.5,46.75,241.93,1
303.9,311.83,1421.56,40.17,126.21,1
303.76,314.7,1433.88,35.97,29.26,0
304.22,317.0,1363.96,43.31,179.63,0
292.3,302.33,1312.64,37.37,51.96,0
301.49,313.49,1486.23,34.97,145.38,1
303.38,313.69,1597.95,34.81,213.59,1
294.84,308.02,1334.37,41.93,119.27,0
300.05,307.92,1532.76,41.23,78.57,1
299.42,309.4,1594.16,49.1,143.89,1
309.21,320.56,1279.59,38.26,31.74,0
309.62,319.24,1467.53,38.16,76.89,0
291.68,303.98,1697.55,48.64,126.04,1
312.47,321.61,1566.23,45.91,63.54,1
295.42,309.56,1275.55,40.87,9.81,0
304.9,319.15,1579.0,30.63,146.29,1
304.85,315.42,1410.27,35.13,100.31,1
295.02,306.13,1582.96,33.68,97.65,1
302.47,314.85,1417.19,40.22,249.2,1
299.46,307.09,1493.64,36.95,27.95,0
302.77,310.15,1435.49,49.62,38.54,0
301.15,313.67,1500.38,30.57,219.07,0
305.98,316.53,1431.93,33.03,32.57,0
300.38,309.92,1473.18,41.47,229.41,1
299.16,309.18,1358.93,43.13,167.99,1
305.48,310.71,1558.88,24.48,132.04,1
302.9,312.52,1521.03,29.59,69.6,0
303.66,312.15,1306.02,38.42,89.87,0
296.68,308.51,1619.15,48.14,206.49,1
294.77,306.76,1478.85,51.33,14.38,0
297.16,308.31,1519.41,37.51,192.14,0
296.9,307.69,1591.75,38.98,206.96,1
303.93,310.94,1539.39,34.98,176.49,1
304.88,316.06,1639.82,43.8,13.63,0
299.22,310.48,1464.8,49.17,185.66,1
307.15,319.64,1624.13,47.54,180.79,1
306.84,321.08,1514.75,39.83,3.27,1
301.22,307.83,1560.92,34.97,223.07,1
295.89,305.11,1548.44,40.05,33.05,0
307.88,316.39,1648.89,48.28,240.2,1
299.69,310.04,1586.57,37.6,17.69,0
300.63,310.66,1446.85,29.11,59.51,0
298.3,307.83,1423.05,37.84,172.56,0
295.55,307.61,1494.03,38.33,34.31,0
292.66,300.45,1408.79,29.07,46.24,0
303.16,311.08,1373.74,41.39,2.79,0
296.08,304.03,1244.63,43.04,206.62,0
315.3,324.58,1314.09,51.16,9.4,0
294.57,302.11,1738.25,32.01,158.14,1
293.71,303.62,1421.22,44.38,145.58,0
302.55,312.22,1728.42,45.8,127.81,1
307.65,316.07,1548.38,43.12,93.79,0
300.32,312.07,1494.03,33.96,74.89,0
302.86,312.74,1319.93,33.61,239.24,0
290.78,302.91,1500.56,40.58,196.34,0
296.61,306.22,1727.06,40.54,230.68,1
294.63,304.58,1686.92,36.64,183.47,1
290.52,299.4,1532.91,47.75,207.25,1
300.58,310.57,1362.16,37.6,241.04,1
288.79,300.21,1385.14,28.64,113.41,0
293.39,302.57,1397.69,38.66,226.72,1
297.31,308.35,1653.38,42.88,10.77,0
295.84,304.22,1695.81,42.05,26.97,0
301.98,313.5,1523.51,42.01,122.59,1
301.53,310.37,1463.63,48.96,113.49,0
304.47,316.17,1685.85,33.31,109.55,0
303.76,313.88,1382.57,37.46,134.3,0
305.7,318.75,1506.22,49.27,134.59,1
299.99,307.68,1555.56,28.2,217.64,1
301.52,308.56,1396.46,39.68,86.48,1
302.56,311.33,1423.69,47.37,79.06,0
300.71,307.94,1414.35,47.28,175.47,0
298.01,305.25,1670.01,43.96,162.12,1
298.34,309.58,1729.72,44.11,207.46,1
295.91,305.9,1513.78,33.75,77.32,0
302.11,311.15,1467.81,48.24,1.6,0
299.53,308.76,1428.02,32.8,236.02,0
296.68,305.49,1500.21,33.16,11.06,0
296.69,309.99,1433.97,42.33,170.0,0
293.95,302.48,1488.36,37.04,80.46,0
304.89,312.25,1549.59,41.24,105.88,0
300.39,311.99,1451.36,42.58,209.51,0
295.69,305.25,1477.25,50.67,104.89,0
304.04,318.12,1477.75,42.6,36.09,1
297.2,306.15,1461.89,36.29,188.61,1
292.97,304.66,1447.03,44.06,5.05,0
305.11,317.27,1591.46,35.01,68.68,0
297.31,306.27,1287.51,45.48,134.52,0
297.96,306.47,1688.91,40.39,109.44,1
300.21,311.69,1516.26,42.4,155.06,1
305.71,316.86,1573.2,29.32,95.34,0
300.1,307.28,1587.01,26.5,97.65,0
294.0,301.75,1415.03,30.99,87.16,0
302.72,307.65,1390.28,50.47,221.82,1
297.58,308.77,1376.13,33.11,4.32,0
309.44,318.92,1470.35,44.39,234.91,1
299.99,309.67,1583.9,36.15,89.56,0
288.82,295.44,1429.95,38.56,91.22,0
301.79,309.59,1572.95,39.73,181.47,1
309.72,318.77,1215.85,49.86,97.07,0
307.88,316.53,1453.73,43.51,154.16,1
309.15,319.39,1640.06,42.31,225.91,1
294.9,306.07,1479.48,47.78,211.55,0
304.56,319.1,1400.5,36.2,128.84,1
296.39,306.35,1421.18,46.41,179.16,1
301.12,313.35,1136.64,45.41,98.11,0
293.64,301.98,1378.58,45.34,194.01,0
296.78,303.43,1626.87,39.07,42.55,0
296.62,305.91,1430.09,37.38,11.41,0
304.49,311.3,1444.25,34.78,135.18,0
304.0,314.03,1220.18,35.16,53.83,0
301.38,309.82,1304.3,34.5,182.18,0
293.25,299.34,1642.81,42.2,25.33,0
298.44,311.91,1574.08,38.63,2.12,0
296.27,305.19,1344.31,42.59,168.93,0
304.35,311.07,1424.33,42.93,125.2,0
305.89,317.69,1496.5,33.64,238.0,1
305.28,313.82,1356.46,33.46,61.87,0
296.22,308.4,1259.5,38.63,30.81,0
286.3,294.84,1480.89,35.35,5.78,0
291.17,300.08,1568.71,34.72,111.06,1
307.11,317.8,1571.02,50.17,25.2,1
297.99,309.18,1605.03,30.8,193.91,1
296.25,307.78,1313.57,52.14,18.0,0
308.21,318.03,1506.95,41.73,230.19,1
306.33,317.38,1467.79,45.92,135.21,1
300.12,311.61,1489.53,45.21,174.09,1
298.53,308.93,1474.59,43.7,32.73,0
299.34,309.05,1420.75,49.97,22.38,0
301.14,308.25,1137.87,33.51,88.42,0
308.0,319.2,1639.42,39.06,130.11,1
302.11,312.2,1539.6,34.88,143.88,1
303.63,312.8,1321.89,29.82,82.45,0
305.85,318.4,1556.78,36.03,68.17,0
294.15,301.3,1446.32,51.24,245.35,1
303.77,317.06,1449.72,38.96,68.17,0
298.53,308.48,1407.79,51.9,34.48,0
287.42,298.05,1564.43,52.51,89.86,0
289.36,298.57,1404.02,57.97,75.97,0
294.91,301.58,1368.38,51.43,105.43,0
302.66,312.38,1635.81,54.15,155.93,1
300.57,311.24,1478.53,41.95,150.79,0
300.92,312.27,1482.3,41.37,174.57,1
309.75,319.36,1583.1,41.77,39.17,0
293.65,299.27,1419.89,40.0,11.49,0
299.86,306.78,1443.82,40.9,197.7,0
301.52,315.63,1536.69,44.51,54.29,0
296.32,304.13,1315.03,37.21,78.92,0
300.14,313.0,1526.53,31.73,113.92,1
292.0,300.13,1409.31,42.18,179.08,0
307.05,316.68,1602.66,35.84,40.9,0
296.59,307.84,1565.6,36.46,225.6,1
310.16,318.52,1549.75,39.14,80.38,1
299.84,313.02,1307.16,37.77,245.67,1
305.14,315.29,1487.59,46.66,71.35,0
299.73,310.66,1358.73,39.0,181.41,1
299.85,309.31,1495.58,46.96,94.17,0
297.08,308.4,1222.17,41.24,209.15,0
300.6,313.75,1315.1,39.47,115.6,0
301.59,311.33,1642.68,40.95,217.63,1
296.08,309.54,1544.29,32.25,188.48,1
299.37,308.15,1457.54,42.03,146.51,0
296.95,308.48,1390.95,45.1,62.5,0
311.5,322.48,1369.89,45.95,64.97,0
299.55,307.41,1524.02,31.89,247.86,1
307.73,318.15,1458.76,30.89,231.35,0
299.02,309.04,1685.6,36.78,34.6,0
301.3,309.59,1477.83,48.31,51.02,0
293.39,304.11,1507.05,41.33,26.7,0
297.76,308.06,1333.38,35.35,50.33,0
301.05,310.91,1456.72,31.28,72.56,0
307.93,317.79,1521.24,35.9,209.41,1
301.11,310.93,1455.27,35.49,23.8,0
306.92,316.18,1441.72,45.61,220.53,1
303.2,313.48,1539.23,46.08,242.98,1
308.14,316.85,1681.78,33.7,70.44,1
299.7,315.02,1517.4,44.52,114.06,0
311.95,319.13,1637.3,43.9,132.33,1
297.57,306.4,1574.59,32.92,51.42,0
296.17,305.16,1630.12,39.5,182.89,1
293.95,308.03,1426.83,42.04,145.0,0
311.66,319.01,1475.17,40.98,28.04,1
304.1,314.95,1475.67,29.74,224.0,1
298.33,308.83,1565.55,40.79,75.55,0
306.25,316.91,1595.09,43.82,39.06,0
303.44,315.91,1515.01,49.48,245.46,1
309.83,322.26,1605.2,35.99,25.73,1
292.26,301.36,1432.4,36.73,14.92,0
298.67,309.06,1606.25,38.75,59.39,0
297.69,303.96,1621.9,41.75,79.82,1
290.13,300.33,1581.3,40.58,108.45,0
305.3,313.71,1516.1,43.63,171.29,1
298.65,308.28,1585.6,33.25,91.43,0
303.7,310.33,1392.72,42.38,139.83,0
311.8,322.61,1523.8,35.55,1.45,0
298.23,304.84,1536.06,39.14,96.22,0
297.89,308.19,1340.46,50.25,236.24,1
300.59,308.14,1556.95,31.61,193.71,0
304.94,313.24,1350.14,38.32,185.2,1
297.17,309.48,1448.65,32.35,76.13,0
296.85,308.02,1504.77,40.92,122.04,0
305.29,317.58,1412.31,46.29,211.13,1
301.89,315.01,1509.91,41.02,220.04,1
289.78,298.23,1507.99,39.3,177.64,0
293.87,306.87,1401.58,47.97,114.14,0
307.51,314.58,1568.16,41.98,18.29,0
302.01,313.5,1408.3,44.92,29.84,0
296.19,305.2,1774.56,44.29,0.07,0
299.15,307.29,1486.86,22.74,89.8,0
300.07,311.3,1359.44,39.54,5.85,0
303.68,315.57,1381.88,33.53,108.76,0
293.21,305.04,1637.71,35.02,149.39,0
295.8,306.22,1450.9,48.85,148.97,1
301.36,311.63,1336.35,37.75,138.82,0
299.5,310.55,1602.45,51.36,56.54,1
302.86,313.47,1450.13,31.55,129.8,0
293.85,304.94,1578.41,33.5,244.96,0
301.79,312.19,1612.27,44.57,111.15,1
305.46,317.14,1532.94,37.95,218.62,1
302.43,309.18,1787.51,41.84,95.35,1
300.7,310.43,1293.03,39.33,155.76,0
299.52,306.75,1401.85,39.14,120.46,0
295.83,306.38,1469.29,38.17,172.16,0
299.64,312.92,1771.34,41.08,224.34,1
306.3,315.35,1715.76,43.85,110.23,1
299.4,309.66,1654.64,49.69,189.35,1
295.55,307.06,1404.71,38.78,220.63,0
297.54,303.4,1418.7,37.64,197.39,1
301.0,309.96,1400.57,36.87,6.14,0
298.13,308.86,1405.99,48.82,0.05,0
302.43,306.63,1679.12,44.14,220.74,1
302.61,310.66,1470.75,28.61,182.33,0
304.44,316.65,1486.62,28.34,239.53,1
307.12,319.12,1592.93,35.02,73.12,0
304.98,315.73,1300.38,41.38,196.99,1
295.33,307.09,1506.32,39.8,200.38,1
295.48,305.91,1368.38,43.09,214.33,1
299.62,310.73,1464.67,38.95,173.01,0
297.74,307.11,1429.63,48.38,34.58,0
294.31,304.54,1423.44,44.63,170.24,1
297.79,306.53,1527.07,40.47,151.12,1
297.63,310.15,1526.55,46.87,83.42,0
296.64,309.68,1473.62,30.11,52.15,0
298.42,311.18,1544.48,39.49,221.27,1
305.89,315.08,1395.77,40.83,35.49,0
301.0,309.09,1581.79,43.61,105.55,1
312.36,324.91,1475.26,29.71,155.7,0
300.85,311.94,1441.96,38.44,242.95,1
298.55,309.21,1404.63,42.4,167.74,0
300.02,308.75,1471.03,42.86,76.22,0
301.28,312.13,1724.48,47.12,15.17,1
302.18,310.01,1492.4,44.57,79.43,0
310.38,321.65,1362.67,39.63,73.2,1
295.77,308.53,1610.26,44.05,204.77,1
304.3,317.56,1443.37,38.79,94.15,0
301.04,312.46,1534.05,40.88,24.61,0
292.14,299.38,1427.32,44.77,217.49,1
303.85,314.25,1653.69,39.73,4.51,0
306.34,320.62,1429.11,42.17,0.75,0
295.71,303.98,1667.74,45.77,118.69,0
299.96,309.84,1374.09,44.27,17.31,0
291.37,304.2,1464.85,47.4,44.28,0
293.71,304.94,1668.0,53.97,246.32,1
305.24,320.2,1520.18,44.22,211.09,1
297.67,306.2,1772.58,37.23,191.01,1
294.46,302.48,1467.7,43.07,167.7,0
301.15,313.6,1530.85,42.81,11.95,0
297.39,305.0,1728.62,43.68,208.98,1
297.65,307.25,1318.33,48.97,117.8,0
303.7,313.57,1303.47,29.9,24.58,0
294.19,306.26,1404.54,49.08,75.19,0
295.47,306.7,1597.6,51.1,125.49,1
300.77,311.68,1306.82,43.41,3.42,0
304.85,314.04,1571.65,43.55,63.1,0
306.19,318.62,1563.2,38.55,83.98,1
296.67,314.73,1741.73,40.04,115.95,1
304.69,316.07,1625.46,44.19,0.5,0
296.08,306.28,1543.69,43.8,141.36,0
309.13,316.54,1663.1,44.32,49.41,1
294.33,303.06,1564.67,43.76,149.31,1
306.64,316.21,1444.79,45.39,59.79,0
296.72,305.65,1362.65,44.72,100.68,0
310.07,320.03,1431.68,33.85,155.91,0
302.96,316.51,1495.19,44.99,164.14,1
294.92,307.41,1521.0,51.15,7.65,0
297.39,307.07,1243.78,39.84,133.77,0
303.91,311.49,1473.65,49.0,204.16,1
305.26,317.94,1503.43,34.5,51.61,0
